sample_id,escenario,vehicle_type,is_autonomous,gnss_speed_kmh,gnss_ramp_grade,lidar_obstacle_dist_m,lidar_visibility_index,op_perclos_score,turno_horas_acumuladas,op_steering_jerk_stddev,op_harsh_braking_count,ttc_raw_sec,effective_ttc_sec,collision_risk_label
DSTM-03648,B,PALA_PH_4100XPC,0,4.99,0.38,55.17,0.961,0.331,8.1,6.57,3,54.73,52.66,0
DSTM-03649,A,CAT_797F_MANUAL,0,52.98,9.0,73.34,0.659,0.122,9.7,5.84,4,5.34,3.63,1
DSTM-03650,E,CAMIONETA_4x4,0,31.72,8.34,200.0,0.792,0.041,10.7,1.52,3,19.84,18.4,0
DSTM-03651,B,CAT_797F_MANUAL,0,15.26,6.71,41.94,0.877,0.13,9.8,9.63,1,9.07,7.54,0
DSTM-03652,A,CAT_797F_MANUAL,0,33.92,12.21,48.86,0.764,0.053,2.8,15.0,1,5.13,3.34,1
DSTM-03653,B,CAT_797F_MANUAL,0,14.65,3.01,12.98,0.781,0.071,3.7,5.26,2,2.08,0.62,1
DSTM-03654,A,CAT_797F_MANUAL,0,30.08,8.14,92.88,0.797,0.227,11.3,7.88,2,10.14,8.13,0
DSTM-03655,B,CAT_797F_MANUAL,0,8.35,3.13,4.17,0.819,0.083,7.2,6.64,1,2.83,1.31,1
DSTM-03656,A,CAT_797F_MANUAL,0,44.56,9.63,91.36,0.689,0.288,4.1,2.91,0,7.82,5.66,0
DSTM-03657,A,CAT_797F_MANUAL,0,40.26,8.58,46.92,0.815,0.065,7.7,1.07,3,4.48,2.91,1
DSTM-03658,B,CAMIONETA_4x4,0,47.88,2.92,113.86,0.938,0.138,9.9,6.2,2,9.44,7.84,0
DSTM-03659,E,CAMIONETA_4x4,0,33.81,12.17,13.47,0.789,0.046,9.0,0.25,2,1.75,-0.13,1
DSTM-03660,A,CAT_797F_MANUAL,0,39.89,11.49,146.18,0.662,0.307,2.6,3.21,3,13.26,10.74,0
DSTM-03661,A,CAT_797F_MANUAL,0,36.15,12.62,200.0,0.728,0.094,10.3,1.74,2,18.94,16.94,0
DSTM-03662,E,CAMIONETA_4x4,0,32.52,10.37,35.42,0.849,0.114,9.6,7.11,0,3.75,2.11,1
DSTM-03663,E,KOMATSU_930E_AHS,1,24.85,4.24,28.82,0.848,0.059,8.4,0.15,0,4.51,4.07,0
DSTM-03664,D,CAT_797F_MANUAL,0,34.56,8.49,27.9,0.527,0.125,8.2,2.89,1,2.72,0.96,1
DSTM-03665,A,CAT_797F_MANUAL,0,45.58,7.99,53.74,0.71,0.2,9.5,1.27,3,4.24,2.41,1
DSTM-03666,B,CAT_797F_MANUAL,0,19.88,4.21,117.9,0.77,0.141,9.8,4.04,1,21.35,19.62,0
DSTM-03667,A,CAT_797F_MANUAL,0,40.59,10.96,27.09,0.733,0.116,10.0,1.87,3,2.8,0.95,1
DSTM-03668,A,CAT_797F_MANUAL,0,48.49,7.17,29.68,0.703,0.13,6.6,1.14,2,2.07,0.33,1
DSTM-03669,B,CAMIONETA_4x4,0,37.73,3.45,20.83,0.867,0.203,3.2,0.84,1,2.2,0.47,1
DSTM-03670,C,CAT_797F_MANUAL,0,29.11,8.66,139.01,0.939,0.39,8.3,5.94,1,18.61,16.07,0
DSTM-03671,B,CAT_797F_MANUAL,0,16.5,3.54,7.89,0.896,0.02,4.1,4.73,0,1.7,0.35,1
DSTM-03672,C,CAT_797F_MANUAL,0,38.23,8.73,9.31,0.807,0.233,8.1,6.52,0,0.69,-1.35,1
DSTM-03673,B,CAT_797F_MANUAL,0,19.45,3.6,13.63,0.896,0.069,8.9,5.26,3,2.37,0.96,1
DSTM-03674,B,PALA_PH_4100XPC,0,0.0,5.61,35.46,0.875,0.1,5.4,0.63,0,55.51,53.89,0
DSTM-03675,D,KOMATSU_930E_AHS,1,23.75,8.09,5.59,0.245,0.107,21.5,0.15,0,1.1,0.36,1
DSTM-03676,E,KOMATSU_930E_AHS,1,29.56,7.76,30.21,0.811,0.082,9.5,0.15,0,4.33,3.88,1
DSTM-03677,B,PALA_PH_4100XPC,0,0.61,2.69,49.55,0.883,0.105,4.7,2.33,2,101.2,99.76,0
DSTM-03678,C,KOMATSU_930E_AHS,1,28.07,12.25,54.99,0.96,0.086,16.2,0.15,0,7.53,7.17,0
DSTM-03679,B,CAT_797F_MANUAL,0,6.84,2.84,15.81,0.949,0.445,8.2,9.05,3,12.15,9.86,0
DSTM-03680,A,CAT_797F_MANUAL,0,38.02,12.34,61.99,0.62,0.059,2.2,3.13,2,6.41,4.41,0
DSTM-03681,D,CAT_797F_MANUAL,0,44.49,9.77,89.25,0.596,0.144,1.6,2.25,1,7.78,5.88,0
DSTM-03682,A,CAMIONETA_4x4,0,55.23,10.51,200.0,0.647,0.143,9.3,2.82,1,12.75,10.8,0
DSTM-03683,B,PALA_PH_4100XPC,0,5.14,0.48,110.28,0.919,0.228,9.9,3.44,1,109.95,108.13,0
DSTM-03684,C,CAT_797F_MANUAL,0,38.42,11.17,61.98,0.893,0.253,7.9,1.07,1,5.57,3.44,1
DSTM-03685,A,CAT_797F_MANUAL,0,43.03,11.19,50.8,0.823,0.099,8.2,2.47,1,4.19,2.39,1
DSTM-03686,A,CAT_797F_MANUAL,0,52.2,7.16,25.86,0.694,0.075,4.4,2.44,0,2.19,0.6,1
DSTM-03687,B,CAT_797F_MANUAL,0,17.38,3.12,71.03,0.996,0.129,4.7,1.1,0,16.62,15.11,0
DSTM-03688,E,KOMATSU_930E_AHS,1,24.34,7.93,41.63,0.876,0.03,8.8,0.15,0,6.21,5.8,0
DSTM-03689,C,CAT_797F_MANUAL,0,32.91,8.94,23.46,0.924,0.19,11.7,0.47,3,2.42,0.58,1
DSTM-03690,B,CAMIONETA_4x4,0,32.52,3.15,60.56,0.858,0.038,8.3,5.75,0,7.13,5.78,0
DSTM-03691,A,CAT_797F_MANUAL,0,39.09,11.75,125.23,0.795,0.35,2.8,5.13,1,11.71,9.28,0
DSTM-03692,C,CAT_797F_MANUAL,0,31.43,6.87,110.4,0.908,0.296,8.1,2.44,2,11.01,9.06,0
DSTM-03693,A,CAT_797F_MANUAL,0,45.09,10.93,137.53,0.537,0.023,9.0,4.15,4,11.17,9.35,0
DSTM-03694,C,CAT_797F_MANUAL,0,37.96,11.78,32.07,0.95,0.576,7.5,3.51,4,3.07,0.01,1
DSTM-03695,D,CAT_797F_MANUAL,0,31.61,8.3,19.02,0.279,0.088,3.3,10.79,0,1.51,-0.27,1
DSTM-03696,B,PALA_PH_4100XPC,0,2.26,2.47,55.61,0.951,0.117,3.9,3.8,2,111.16,109.5,0
DSTM-03697,B,CAT_797F_MANUAL,0,15.84,2.41,33.12,0.801,0.258,11.4,4.78,4,6.92,5.03,0
DSTM-03698,A,KOMATSU_930E_AHS,1,32.72,8.74,43.02,0.814,0.049,9.5,0.15,0,4.18,3.7,1
DSTM-03699,A,KOMATSU_930E_AHS,1,37.41,8.75,25.4,0.558,0.057,11.3,0.15,0,2.18,1.62,1
DSTM-03700,B,CAT_797F_MANUAL,0,15.85,4.94,9.25,0.813,0.088,10.8,1.0,0,1.96,0.48,1
DSTM-03701,E,KOMATSU_930E_AHS,1,33.14,13.08,88.46,0.823,0.044,12.3,0.15,0,9.24,8.83,0
DSTM-03702,A,CAMIONETA_4x4,0,48.27,8.72,50.75,0.56,0.202,8.1,4.43,2,3.55,1.48,1
DSTM-03703,C,KOMATSU_930E_AHS,1,18.76,7.89,109.25,0.955,0.058,12.0,0.15,0,18.8,18.43,0
DSTM-03704,D,CAT_797F_MANUAL,0,43.31,8.38,21.21,0.541,0.141,8.4,4.16,0,2.22,0.35,1
DSTM-03705,A,CAT_797F_MANUAL,0,48.45,9.7,8.51,0.802,0.151,2.7,10.01,2,1.2,-0.83,1
DSTM-03706,A,CAT_797F_MANUAL,0,42.55,4.52,179.81,0.644,0.106,7.8,6.32,2,14.77,13.12,0
DSTM-03707,B,CAT_797F_MANUAL,0,13.37,2.64,46.53,0.993,0.181,8.3,3.04,1,13.4,11.79,0
DSTM-03708,D,CAT_797F_MANUAL,0,47.26,8.72,51.48,0.443,0.049,5.2,3.99,2,4.69,2.93,1
DSTM-03709,B,CAT_797F_MANUAL,0,11.1,3.93,11.33,0.801,0.175,2.9,0.17,0,3.08,1.4,1
DSTM-03710,D,CAMIONETA_4x4,0,54.27,3.88,66.44,0.228,0.209,7.1,2.97,1,4.04,2.01,1
DSTM-03711,E,KOMATSU_930E_AHS,1,34.39,12.33,67.07,0.97,0.052,3.0,0.15,0,7.23,6.85,0
DSTM-03712,D,CAT_797F_MANUAL,0,30.91,6.82,63.99,0.513,0.262,9.5,2.99,2,7.24,5.12,0
DSTM-03713,E,CAMIONETA_4x4,0,40.19,11.58,21.3,0.819,0.02,6.8,1.14,2,1.88,0.25,1
DSTM-03714,D,CAMIONETA_4x4,0,45.84,10.01,13.95,0.278,0.295,8.6,2.66,1,0.99,-1.46,1
DSTM-03715,E,CAMIONETA_4x4,0,40.07,7.49,74.94,0.861,0.115,1.8,4.16,1,6.87,5.25,0
DSTM-03716,D,KOMATSU_930E_AHS,1,29.29,7.34,10.79,0.258,0.039,16.1,0.15,0,2.24,1.54,1
DSTM-03717,D,CAT_797F_MANUAL,0,35.8,8.51,81.43,0.501,0.138,4.0,1.82,0,9.23,7.29,0
DSTM-03718,D,CAT_797F_MANUAL,0,38.16,16.31,14.81,0.391,0.241,3.4,1.98,2,1.74,-0.89,1
DSTM-03719,E,CAMIONETA_4x4,0,30.81,10.31,54.39,0.819,0.141,3.4,4.96,0,6.39,4.62,0
DSTM-03720,C,CAT_797F_MANUAL,0,23.39,6.81,50.38,0.728,0.421,8.9,6.34,2,7.47,5.11,0
DSTM-03721,C,CAMIONETA_4x4,0,41.87,12.55,24.12,0.898,0.42,10.3,3.21,4,2.38,-0.31,1
DSTM-03722,C,CAT_797F_MANUAL,0,31.66,7.41,103.61,0.942,0.303,10.8,3.28,1,12.36,10.33,0
DSTM-03723,E,CAMIONETA_4x4,0,29.93,11.97,117.28,0.925,0.16,9.5,6.71,0,13.72,11.71,0
DSTM-03724,B,CAMIONETA_4x4,0,40.85,2.36,30.97,0.952,0.058,2.7,0.65,1,2.59,1.23,1
DSTM-03725,D,CAMIONETA_4x4,0,44.04,13.1,73.38,0.623,0.13,9.8,0.72,3,6.22,4.26,0
DSTM-03726,D,CAT_797F_MANUAL,0,30.18,12.04,125.17,0.273,0.138,5.9,4.37,1,15.41,13.26,0
DSTM-03727,E,KOMATSU_930E_AHS,1,28.76,10.0,58.36,0.919,0.058,12.1,0.15,0,7.06,6.68,0
DSTM-03728,A,KOMATSU_930E_AHS,1,37.38,11.4,52.02,0.812,0.029,4.0,0.15,0,4.37,3.91,1
DSTM-03729,D,CAT_797F_MANUAL,0,29.68,8.47,86.51,0.371,0.149,2.8,4.16,0,10.63,8.73,0
DSTM-03730,D,KOMATSU_930E_AHS,1,27.64,8.71,26.19,0.45,0.058,13.9,0.15,0,3.85,3.22,1
DSTM-03731,E,CAMIONETA_4x4,0,46.27,9.85,45.31,0.722,0.105,8.8,2.74,3,2.78,0.85,1
DSTM-03732,E,KOMATSU_930E_AHS,1,35.12,8.11,37.32,0.729,0.033,4.5,0.15,0,3.8,3.34,1
DSTM-03733,C,KOMATSU_930E_AHS,1,27.23,10.05,119.95,0.85,0.057,18.6,0.15,0,16.16,15.73,0
DSTM-03734,C,CAT_797F_MANUAL,0,33.71,9.96,48.79,0.81,0.156,7.6,5.74,0,4.14,2.28,1
DSTM-03735,A,CAT_797F_MANUAL,0,37.49,11.93,84.81,0.61,0.286,2.5,7.13,2,7.53,5.17,0
DSTM-03736,E,KOMATSU_930E_AHS,1,38.33,11.45,46.94,0.823,0.022,2.5,0.15,0,4.84,4.42,0
DSTM-03737,B,CAMIONETA_4x4,0,35.7,3.21,74.47,0.887,0.044,3.9,4.51,0,6.94,5.59,0
DSTM-03738,D,CAT_797F_MANUAL,0,25.37,12.67,12.36,0.44,0.118,8.9,5.75,1,2.06,-0.09,1
DSTM-03739,D,CAT_797F_MANUAL,0,31.02,6.06,47.06,0.202,0.32,1.9,1.01,3,5.48,3.1,1
DSTM-03740,B,PALA_PH_4100XPC,0,1.98,3.57,42.49,0.8,0.026,10.5,2.61,2,64.57,63.18,0
DSTM-03741,A,CAT_797F_MANUAL,0,42.21,10.64,64.8,0.59,0.238,8.6,10.1,2,5.32,3.1,1
DSTM-03742,A,CAT_797F_MANUAL,0,39.3,12.36,95.7,0.803,0.29,1.4,1.09,0,8.16,5.94,0
DSTM-03743,E,CAMIONETA_4x4,0,23.46,8.67,62.29,0.934,0.066,6.6,1.91,2,10.12,8.54,0
DSTM-03744,C,KOMATSU_930E_AHS,1,34.5,6.8,69.12,0.888,0.101,4.8,0.15,0,6.94,6.56,0
DSTM-03745,A,CAT_797F_MANUAL,0,39.34,9.43,116.61,0.573,0.234,9.7,2.75,1,10.97,9.08,0
DSTM-03746,D,CAMIONETA_4x4,0,42.94,9.83,37.91,0.487,0.069,7.3,1.94,2,2.94,1.13,1
DSTM-03747,B,CAT_797F_MANUAL,0,10.84,4.29,8.38,0.752,0.223,10.7,4.99,3,2.87,1.1,1
DSTM-03748,E,CAMIONETA_4x4,0,32.42,6.68,45.66,0.799,0.133,10.9,3.49,3,4.89,3.3,1
DSTM-03749,B,PALA_PH_4100XPC,0,2.55,3.42,11.29,0.936,0.145,9.3,6.82,1,12.08,10.52,0
DSTM-03750,A,CAT_797F_MANUAL,0,45.44,10.51,128.63,0.694,0.048,9.4,9.16,4,10.77,9.03,0
DSTM-03751,A,CAT_797F_MANUAL,0,40.09,11.41,200.0,0.75,0.231,7.0,4.23,2,18.97,16.79,0
DSTM-03752,C,CAT_797F_MANUAL,0,33.8,12.52,17.41,0.933,0.353,9.9,10.63,4,1.77,-0.69,1
DSTM-03753,C,CAT_797F_MANUAL,0,28.98,10.96,19.59,0.828,0.524,11.3,5.23,1,2.08,-0.74,1
DSTM-03754,D,CAT_797F_MANUAL,0,30.37,9.26,26.17,0.584,0.071,2.0,2.09,2,3.54,1.78,1
DSTM-03755,C,CAT_797F_MANUAL,0,31.07,9.55,5.37,0.799,0.304,8.9,1.1,2,0.77,-1.55,1
DSTM-03756,B,CAT_797F_MANUAL,0,8.7,2.68,24.23,0.773,0.079,2.6,3.83,4,7.38,5.93,0
DSTM-03757,B,CAMIONETA_4x4,0,32.54,2.65,44.24,0.879,0.295,7.1,2.65,2,4.94,3.03,1
DSTM-03758,B,CAT_797F_MANUAL,0,15.18,0.06,16.29,0.97,0.122,3.0,7.99,2,4.32,2.72,1
DSTM-03759,E,CAMIONETA_4x4,0,40.71,3.77,28.17,0.813,0.401,9.8,6.93,1,2.0,-0.15,1
DSTM-03760,A,CAT_797F_MANUAL,0,40.3,12.03,16.35,0.764,0.126,2.6,4.39,0,1.19,-0.82,1
DSTM-03761,E,KOMATSU_930E_AHS,1,36.01,8.07,26.94,0.885,0.02,2.4,0.15,0,2.54,2.14,1
DSTM-03762,B,PALA_PH_4100XPC,0,1.3,2.44,53.22,0.912,0.121,3.9,5.8,0,104.51,102.84,0
DSTM-03763,A,CAT_797F_MANUAL,0,43.3,9.15,7.59,0.599,0.02,1.9,2.39,1,0.74,-0.94,1
DSTM-03764,A,CAT_797F_MANUAL,0,36.08,14.1,197.82,0.715,0.231,4.8,5.95,1,18.83,16.56,0
DSTM-03765,A,KOMATSU_930E_AHS,1,33.84,11.1,58.72,0.786,0.038,9.1,0.15,0,6.43,5.96,0
DSTM-03766,D,KOMATSU_930E_AHS,1,25.56,6.62,109.92,0.145,0.049,16.9,0.15,0,14.85,14.1,0
DSTM-03767,C,CAT_797F_MANUAL,0,29.49,10.8,31.45,0.937,0.268,10.6,2.37,2,3.66,1.52,1
DSTM-03768,B,CAT_797F_MANUAL,0,14.36,5.02,25.62,0.812,0.106,4.2,5.14,1,6.42,4.78,0
DSTM-03769,D,KOMATSU_930E_AHS,1,26.62,6.43,29.81,0.204,0.02,4.9,0.15,0,3.91,3.18,1
DSTM-03770,C,CAT_797F_MANUAL,0,34.14,10.3,107.47,0.907,0.26,8.1,0.59,0,12.6,10.41,0
DSTM-03771,E,KOMATSU_930E_AHS,1,25.82,6.78,12.71,0.99,0.041,0.9,0.15,0,1.87,1.51,1
DSTM-03772,E,KOMATSU_930E_AHS,1,30.32,12.06,117.63,0.792,0.058,5.2,0.15,0,14.33,13.87,0
DSTM-03773,D,CAT_797F_MANUAL,0,30.36,4.24,75.19,0.248,0.076,9.4,2.22,2,9.45,7.61,0
DSTM-03774,D,KOMATSU_930E_AHS,1,27.35,8.69,64.0,0.518,0.02,21.7,0.15,0,9.07,8.46,0
DSTM-03775,D,CAT_797F_MANUAL,0,36.19,8.31,121.41,0.579,0.149,7.5,1.99,2,11.85,10.05,0
DSTM-03776,C,CAT_797F_MANUAL,0,23.26,11.38,37.96,0.928,0.689,11.4,5.95,3,6.18,3.0,1
DSTM-03777,D,KOMATSU_930E_AHS,1,35.34,9.34,58.83,0.41,0.02,13.7,0.15,0,6.17,5.52,0
DSTM-03778,A,CAT_797F_MANUAL,0,49.1,14.47,44.38,0.828,0.02,4.1,2.02,0,3.02,1.21,1
DSTM-03779,D,CAT_797F_MANUAL,0,33.29,8.1,3.27,0.4,0.163,5.3,2.23,1,0.87,-1.1,1
DSTM-03780,E,CAMIONETA_4x4,0,31.31,8.67,24.61,0.786,0.164,6.9,4.17,4,2.61,0.63,1
DSTM-03781,A,CAT_797F_MANUAL,0,42.76,8.15,22.95,0.588,0.454,6.8,11.51,2,2.02,-0.68,1
DSTM-03782,D,KOMATSU_930E_AHS,1,20.47,10.77,53.09,0.479,0.083,10.5,0.15,0,8.39,7.78,0
DSTM-03783,E,KOMATSU_930E_AHS,1,24.8,3.26,43.32,0.873,0.033,0.7,0.15,0,6.16,5.75,0
DSTM-03784,A,CAT_797F_MANUAL,0,46.39,11.35,11.24,0.755,0.223,4.2,1.38,2,1.29,-0.87,1
DSTM-03785,C,CAMIONETA_4x4,0,48.75,7.19,39.54,0.784,0.102,11.7,0.05,2,2.85,1.17,1
DSTM-03786,E,CAMIONETA_4x4,0,40.74,5.15,150.19,0.922,0.07,10.2,1.27,2,11.88,10.55,0
DSTM-03787,E,KOMATSU_930E_AHS,1,16.4,10.25,147.04,0.892,0.044,12.1,0.15,0,30.61,30.2,0
DSTM-03788,A,CAT_797F_MANUAL,0,33.73,9.18,33.71,0.593,0.065,7.4,4.92,1,3.67,2.03,1
DSTM-03789,B,CAT_797F_MANUAL,0,17.68,3.66,6.77,0.903,0.044,8.4,7.8,0,2.64,1.27,1
DSTM-03790,D,CAT_797F_MANUAL,0,31.2,6.68,4.13,0.306,0.476,7.8,5.06,4,0.63,-2.22,1
DSTM-03791,A,KOMATSU_930E_AHS,1,40.85,8.42,119.17,0.703,0.043,4.9,0.15,0,10.37,9.9,0
DSTM-03792,B,CAT_797F_MANUAL,0,16.38,3.11,28.15,0.732,0.059,7.0,4.93,1,6.6,5.07,0
DSTM-03793,A,CAT_797F_MANUAL,0,47.96,5.49,24.79,0.615,0.061,6.9,7.59,1,1.94,0.35,1
DSTM-03794,A,CAT_797F_MANUAL,0,38.01,10.58,11.29,0.657,0.069,8.1,5.98,2,0.8,-1.08,1
DSTM-03795,C,KOMATSU_930E_AHS,1,27.84,9.16,8.64,0.978,0.02,2.6,0.15,0,1.87,1.52,1
DSTM-03796,D,CAMIONETA_4x4,0,43.43,12.68,16.21,0.347,0.076,6.6,0.63,2,1.45,-0.59,1
DSTM-03797,C,CAT_797F_MANUAL,0,39.09,9.43,5.36,0.817,0.05,9.7,4.04,1,0.54,-0.96,1
DSTM-03798,D,CAT_797F_MANUAL,0,25.51,9.81,21.44,0.246,0.02,5.0,5.69,5,2.78,0.92,1
DSTM-03799,B,PALA_PH_4100XPC,0,5.14,6.82,11.78,0.897,0.139,2.3,5.5,1,17.62,16.12,0
DSTM-03800,B,PALA_PH_4100XPC,0,0.0,2.25,20.08,0.91,0.151,10.5,1.15,3,20.16,18.48,0
DSTM-03801,A,CAT_797F_MANUAL,0,38.8,9.71,17.05,0.697,0.095,9.2,0.66,0,1.22,-0.51,1
DSTM-03802,A,CAT_797F_MANUAL,0,52.77,6.84,17.5,0.791,0.061,8.9,8.97,2,1.17,-0.48,1
DSTM-03803,B,PALA_PH_4100XPC,0,0.0,3.06,4.85,0.697,0.079,7.6,4.14,2,11.3,9.75,1
DSTM-03804,A,CAT_797F_MANUAL,0,47.18,8.91,23.41,0.764,0.426,4.1,5.47,2,1.97,-0.71,1
DSTM-03805,A,CAMIONETA_4x4,0,50.37,10.74,11.66,0.7,0.024,4.8,7.47,1,0.72,-1.0,1
DSTM-03806,A,CAMIONETA_4x4,0,46.42,9.6,93.94,0.782,0.397,3.1,4.15,1,7.27,4.82,0
DSTM-03807,D,CAT_797F_MANUAL,0,36.96,14.95,4.82,0.206,0.119,11.0,1.54,2,0.73,-1.56,1
DSTM-03808,C,KOMATSU_930E_AHS,1,24.89,8.82,73.19,0.772,0.026,2.8,0.15,0,10.32,9.85,0
DSTM-03809,E,KOMATSU_930E_AHS,1,24.55,5.75,37.35,0.98,0.047,18.6,0.15,0,4.84,4.47,0
DSTM-03810,D,CAT_797F_MANUAL,0,28.21,7.71,123.98,0.399,0.137,11.1,6.16,2,15.22,13.31,0
DSTM-03811,C,CAMIONETA_4x4,0,42.9,10.74,171.37,0.814,0.047,9.8,0.45,2,14.12,12.41,0
DSTM-03812,A,CAT_797F_MANUAL,0,35.45,12.47,90.02,0.665,0.087,8.5,3.22,0,9.01,7.14,0
DSTM-03813,C,CAT_797F_MANUAL,0,29.79,6.82,89.07,0.809,0.331,9.2,4.77,1,11.21,9.1,0
DSTM-03814,A,KOMATSU_930E_AHS,1,39.76,10.29,30.74,0.691,0.032,11.1,0.15,0,2.66,2.16,1
DSTM-03815,B,PALA_PH_4100XPC,0,2.9,4.41,10.25,0.871,0.189,3.5,4.92,1,21.94,20.32,0
DSTM-03816,B,CAT_797F_MANUAL,0,12.11,3.83,13.65,0.829,0.058,5.8,1.15,1,3.19,1.74,1
DSTM-03817,B,CAT_797F_MANUAL,0,22.41,0.31,122.85,0.738,0.069,6.1,13.69,1,20.93,19.36,0
DSTM-03818,B,CAMIONETA_4x4,0,48.63,2.36,32.67,0.886,0.083,4.5,4.89,1,2.54,1.12,1
DSTM-03819,D,CAT_797F_MANUAL,0,32.03,7.2,21.56,0.481,0.167,4.0,6.21,2,2.15,0.3,1
DSTM-03820,D,CAT_797F_MANUAL,0,40.57,8.46,17.21,0.383,0.073,5.2,3.52,1,1.31,-0.62,1
DSTM-03821,D,CAT_797F_MANUAL,0,29.56,8.69,61.36,0.196,0.02,4.7,3.95,1,7.99,6.22,0
DSTM-03822,C,CAMIONETA_4x4,0,51.66,6.92,38.03,0.841,0.393,7.5,4.09,1,2.89,0.68,1
DSTM-03823,C,CAT_797F_MANUAL,0,41.66,4.53,111.2,0.861,0.257,11.4,0.62,0,9.45,7.48,0
DSTM-03824,A,KOMATSU_930E_AHS,1,46.46,8.98,48.58,0.723,0.053,9.7,0.15,0,3.66,3.2,1
DSTM-03825,D,CAT_797F_MANUAL,0,29.53,10.95,61.96,0.424,0.028,9.2,2.67,2,7.62,5.77,0
DSTM-03826,C,CAMIONETA_4x4,0,34.69,8.21,25.84,0.824,0.454,11.2,11.77,2,2.75,0.26,1
DSTM-03827,B,CAT_797F_MANUAL,0,12.78,3.15,24.74,0.929,0.106,6.7,8.44,0,6.6,5.13,0
DSTM-03828,B,CAT_797F_MANUAL,0,13.25,3.11,36.89,0.895,0.043,1.1,2.65,0,7.86,6.38,0
DSTM-03829,E,KOMATSU_930E_AHS,1,31.62,9.13,7.13,0.991,0.02,8.0,0.15,0,1.03,0.65,1
DSTM-03830,C,CAMIONETA_4x4,0,40.81,12.52,24.95,0.773,0.366,8.2,2.82,1,1.92,-0.6,1
DSTM-03831,C,KOMATSU_930E_AHS,1,24.57,12.14,46.87,0.955,0.057,23.2,0.15,0,6.61,6.23,0
DSTM-03832,C,KOMATSU_930E_AHS,1,18.14,10.49,63.77,0.791,0.063,6.3,0.15,0,12.54,12.09,0
DSTM-03833,B,PALA_PH_4100XPC,0,0.46,3.95,23.52,0.807,0.195,1.6,2.61,0,49.64,47.99,0
DSTM-03834,C,KOMATSU_930E_AHS,1,30.16,11.89,56.21,0.865,0.075,4.0,0.15,0,6.94,6.51,0
DSTM-03835,B,CAT_797F_MANUAL,0,15.89,3.43,10.18,0.868,0.074,5.6,2.23,1,1.25,-0.21,1
DSTM-03836,B,CAMIONETA_4x4,0,31.06,6.82,7.81,0.919,0.064,1.4,1.34,2,0.93,-0.52,1
DSTM-03837,D,CAT_797F_MANUAL,0,35.58,6.31,60.86,0.449,0.154,4.7,14.99,0,5.93,4.16,0
DSTM-03838,A,CAT_797F_MANUAL,0,35.11,8.85,23.76,0.624,0.161,7.9,5.37,1,2.03,0.17,1
DSTM-03839,D,CAT_797F_MANUAL,0,40.02,9.14,20.73,0.384,0.3,1.4,3.52,5,1.81,-0.53,1
DSTM-03840,B,PALA_PH_4100XPC,0,4.97,3.38,5.48,0.836,0.205,7.0,1.42,1,9.74,8.07,1
DSTM-03841,D,CAT_797F_MANUAL,0,18.08,10.84,14.14,0.359,0.171,9.5,2.8,1,2.9,0.77,1
DSTM-03842,C,CAT_797F_MANUAL,0,22.2,10.33,8.62,0.962,0.393,7.6,2.65,3,1.37,-1.0,1
DSTM-03843,D,CAT_797F_MANUAL,0,31.09,10.17,27.94,0.383,0.17,10.7,3.59,5,3.34,1.28,1
DSTM-03844,C,CAT_797F_MANUAL,0,26.14,6.04,45.0,0.768,0.277,11.6,6.58,1,5.39,3.43,1
DSTM-03845,E,CAMIONETA_4x4,0,36.08,4.79,83.75,0.953,0.196,5.2,2.42,0,7.98,6.32,0
DSTM-03846,C,CAT_797F_MANUAL,0,24.92,8.03,12.7,0.879,0.416,8.1,1.83,4,1.79,-0.74,1
DSTM-03847,D,CAT_797F_MANUAL,0,37.82,7.8,13.63,0.384,0.092,3.3,2.28,3,0.95,-0.81,1
DSTM-03848,D,CAT_797F_MANUAL,0,28.69,12.79,42.18,0.377,0.176,4.1,9.89,0,6.03,3.73,1
DSTM-03849,A,CAMIONETA_4x4,0,45.44,11.11,14.21,0.816,0.125,2.6,2.82,2,1.39,-0.5,1
DSTM-03850,B,CAT_797F_MANUAL,0,24.12,6.76,18.0,0.93,0.326,11.3,1.58,0,1.96,-0.1,1
DSTM-03851,B,PALA_PH_4100XPC,0,5.5,3.73,28.41,0.922,0.1,1.9,5.74,0,25.32,23.81,0
DSTM-03852,B,CAT_797F_MANUAL,0,17.92,4.4,3.8,0.856,0.151,5.8,1.19,0,1.81,0.2,1
DSTM-03853,B,CAMIONETA_4x4,0,34.67,4.18,18.17,0.871,0.034,8.4,1.74,0,1.92,0.5,1
DSTM-03854,B,CAT_797F_MANUAL,0,14.79,3.18,4.21,0.929,0.053,10.1,1.55,1,2.08,0.59,1
DSTM-03855,C,KOMATSU_930E_AHS,1,24.49,9.28,66.96,0.807,0.046,8.6,0.15,0,9.85,9.42,0
DSTM-03856,A,CAT_797F_MANUAL,0,39.09,6.14,29.1,0.751,0.287,10.0,5.16,0,2.52,0.57,1
DSTM-03857,D,CAMIONETA_4x4,0,34.62,7.95,18.24,0.386,0.1,4.1,8.6,1,1.94,0.14,1
DSTM-03858,B,CAT_797F_MANUAL,0,19.69,2.02,20.73,0.989,0.201,8.0,2.19,3,4.33,2.59,1
DSTM-03859,D,KOMATSU_930E_AHS,1,25.78,8.66,51.91,0.222,0.043,12.2,0.15,0,7.68,6.96,0
